Name,Phone Number,Email,Water Bill,Electricity Bill,Rent,Grocery Bill,Maintenance,Food Expenditure,Entertainment Expenditure,EMIs,Other Payments,Loan Repayment,Loans Taken,Water Bill Delay (Days),Electricity Bill Delay (Days),Rent Delay (Days),Grocery Bill Delay (Days),Maintenance Delay (Days),Food Expenditure Delay (Days),Entertainment Expenditure Delay (Days),EMIs Delay (Days),Other Payments Delay (Days),Loan Repayment Delay (Days),Credit Score,Season,Mobile Recharges,Online Purchases,Transaction Count,Average Transaction Amount,Active Contacts,Social App Activity
Karan Taylor,+916809015377,karantaylor915@gmail.com,486.01,10320.82,45412.41,7346.19,2662.85,1584.99,15518.98,4116.01,2078.97,0.0,0.0,0,0,0,0,0,0,1,0,0,0,878,Summer,5,9,67,246.82,166,1
Lisa Garcia,+919635375754,lisagarcia931@example.com,165.18,1176.15,30670.21,4290.67,3266.85,2278.53,17944.17,2742.93,2984.87,3635.27,80520.1,0,0,0,0,0,0,0,0,0,0,816,Winter,7,13,112,593.54,107,50
Jennifer Yadav,+918899511474,jenniferyadav895@outlook.com,202.52,1656.85,18218.88,7396.66,2241.41,3202.26,7645.24,5704.51,5031.03,0.0,0.0,0,0,0,0,0,0,0,0,0,0,774,Monsoon,8,7,88,296.51,283,26
Robert Martinez,+916290019649,robertmartinez967@outlook.com,853.59,2094.44,22874.68,9619.79,5685.2,1080.64,9333.41,2704.14,115.85,0.0,0.0,0,0,14,0,0,0,0,0,0,0,727,Monsoon,6,3,103,2266.86,150,12
Ravi Kumar,+916881968319,ravikumar38@example.com,126.03,403.05,34875.64,35131.03,1964.13,978.29,2574.1,4272.42,6475.07,1509.14,90494.29,0,0,5,0,0,0,0,1,0,0,654,Summer,8,4,76,1131.98,226,21
Sarah Patel,+916209501455,sarahpatel887@hotmail.com,627.82,1773.02,27057.53,3839.1,2055.71,1416.74,4260.34,6018.46,1434.56,0.0,0.0,0,0,16,0,0,9,0,0,0,0,547,Monsoon,11,6,53,965.58,155,0
Aditi Davis,+917915286849,aditidavis176@example.com,146.01,1474.49,21189.5,7629.28,2082.78,3028.78,20836.26,5081.19,4440.95,0.0,0.0,0,0,0,2,0,0,0,0,2,0,770,Summer,10,8,101,1400.64,143,77
Rohit Verma,+918933183966,rohitverma529@yahoo.com,332.71,2264.5,21728.35,12290.38,7414.73,2603.89,3356.54,3560.69,7983.11,0.0,0.0,0,1,0,0,0,1,0,1,0,0,661,Spring,1,6,50,1112.13,274,7
Priya Thomas,+917997672989,priyathomas728@hotmail.com,375.09,2226.32,69398.38,7686.04,3784.24,882.15,6224.95,14255.57,2979.71,0.0,0.0,0,0,0,0,0,0,2,0,0,0,800,Summer,4,9,106,1711.83,215,73
Preeti Agarwal,+919030923438,preetiagarwal579@gmail.com,603.1,3363.21,26798.0,4845.82,6495.1,5916.71,2660.97,488.62,11480.31,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Summer,10,5,83,5173.62,224,17
Neha Miller,+917212254601,nehamiller873@outlook.com,282.71,2725.41,36003.55,5778.18,2975.12,2122.36,13713.61,5474.68,4117.56,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Spring,7,9,74,3125.66,130,17
Amanda Martinez,+918814705820,amandamartinez891@hotmail.com,73.46,4332.63,33646.5,3834.15,5353.27,1845.35,5750.28,17574.25,4597.29,0.0,0.0,0,4,0,0,0,0,0,0,0,0,790,Summer,5,7,85,359.29,206,29
Neha Thomas,+916650815645,nehathomas176@outlook.com,151.93,1281.18,33058.98,14661.42,2958.08,1191.8,2152.29,6256.86,2702.07,7382.92,246157.28,0,0,2,0,0,0,0,0,0,0,803,Spring,7,13,119,955.38,109,31
Sunita Chopra,+918270424375,sunitachopra891@gmail.com,163.44,2044.02,57916.63,4386.24,1576.94,1312.15,8489.67,33259.16,2744.58,0.0,0.0,2,0,1,1,1,0,0,0,0,0,669,Winter,4,5,54,762.07,123,7
Deepak Miller,+919170715062,deepakmiller13@example.com,251.61,1756.24,30184.72,2086.73,7716.76,1289.87,10782.3,20907.61,585.79,0.0,0.0,0,0,0,0,0,0,0,0,0,0,721,Winter,7,10,131,1501.08,91,9
Emma Martinez,+917168349602,emmamartinez478@example.com,184.89,846.28,11410.89,4877.82,2823.11,1553.08,12987.93,17862.16,1647.89,0.0,0.0,0,0,0,0,0,0,8,1,0,0,708,Winter,9,8,92,717.27,220,34
Karan Kumar,+918014385528,karankumar405@gmail.com,395.72,2229.7,40442.94,14739.22,492.55,1473.01,9560.74,5004.64,9980.15,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Monsoon,8,8,73,774.92,199,16
Sarah Tiwari,+918651209413,sarahtiwari837@example.com,171.37,894.28,53953.47,8074.41,2821.16,1561.62,8869.94,3315.3,1682.73,1791.27,43404.43,0,0,1,0,0,0,0,0,0,0,780,Summer,11,9,92,536.29,145,13
Manoj Miller,+916192604136,manojmiller640@outlook.com,1034.62,847.95,17346.36,5123.54,2324.87,1926.54,36814.85,3997.48,6226.02,0.0,0.0,0,0,0,1,0,0,0,0,0,0,815,Winter,9,17,95,1152.26,124,94
Melissa Moore,+919871646444,melissamoore584@outlook.com,131.16,1852.15,42564.47,2738.46,1284.8,916.06,1123.14,1690.61,1643.22,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Summer,4,12,83,426.73,204,80
Preeti Wilson,+918609443039,preetiwilson114@example.com,100.16,3165.94,60420.49,16759.59,3914.4,2646.0,3562.78,12705.77,9699.02,0.0,0.0,0,0,0,0,0,0,0,1,0,0,747,Monsoon,6,5,101,2108.73,179,0
Jennifer Malhotra,+918157965090,jennifermalhotra640@outlook.com,303.61,2896.39,54969.7,13587.3,2112.07,1787.02,6464.32,5609.06,542.39,3227.25,101383.8,0,0,0,0,0,0,0,0,0,0,839,Monsoon,7,10,59,510.21,165,63
Dorothy Kumar,+916496705782,dorothykumar20@yahoo.com,1108.39,2950.82,48145.1,9393.08,1326.02,2676.54,5651.01,9578.75,2064.13,0.0,0.0,0,0,0,0,0,0,0,0,0,0,829,Winter,5,10,109,2948.42,236,119
Preeti Gonzalez,+917016826850,preetigonzalez72@outlook.com,697.14,2057.57,73437.88,6409.85,1221.96,1068.56,18044.79,4429.92,2027.47,0.0,0.0,0,0,0,0,0,0,0,0,0,0,695,Winter,7,8,100,1050.36,169,120
Pooja Wilson,+916049641068,poojawilson572@outlook.com,2895.41,1932.08,23161.57,39368.7,10337.77,2574.61,2606.07,1161.98,1279.97,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Monsoon,5,12,122,941.76,176,38
Arun Mishra,+918454017623,arunmishra606@outlook.com,77.5,5661.56,41939.43,7325.84,8075.21,4444.15,32376.63,5455.13,2788.91,0.0,0.0,0,0,0,0,0,0,0,0,0,0,832,Spring,5,6,88,466.07,162,240
Lisa Malhotra,+918840409454,lisamalhotra43@gmail.com,220.16,781.43,21849.91,2470.79,2122.83,1452.7,24309.98,1062.56,137.4,0.0,0.0,0,0,3,0,1,0,0,0,0,0,699,Summer,5,6,56,223.3,191,48
Arun Chopra,+916399455710,arunchopra339@gmail.com,647.41,2975.1,28174.36,5675.15,7239.93,853.14,3003.48,16456.0,2663.32,0.0,0.0,0,0,0,0,2,0,0,0,0,0,675,Summer,8,5,55,1619.47,175,25
Sanjay Malhotra,+918503385250,sanjaymalhotra905@example.com,578.8,3530.62,42352.98,6462.08,2754.68,1992.42,741.72,1501.15,12000.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,894,Spring,12,10,134,244.39,162,14
Dorothy Smith,+917857738008,dorothysmith935@example.com,2746.44,1817.81,43883.14,5510.1,2864.51,3369.64,4317.99,1586.07,19519.35,0.0,0.0,0,0,0,0,3,0,0,0,0,0,796,Winter,8,9,102,307.2,175,39
Jennifer Martinez,+916432068782,jennifermartinez790@example.com,476.78,1858.32,62219.01,7632.69,2312.64,2896.49,6607.89,696.35,2797.05,0.0,0.0,0,0,0,0,0,0,1,0,0,0,747,Spring,2,13,102,1396.12,158,137
Preeti Gupta,+917438832168,preetigupta157@example.com,203.5,2142.85,63812.94,3551.48,3657.04,1535.45,5684.85,15038.6,4330.66,0.0,0.0,0,0,0,0,0,0,0,0,0,0,881,Spring,7,13,94,2136.79,161,0
Manoj Martin,+918562642969,manojmartin186@yahoo.com,80.1,4335.34,78530.79,15002.16,4055.56,1556.64,6574.17,2293.8,5017.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,828,Spring,6,5,84,947.07,211,5
Priya Shah,+917161760563,priyashah210@outlook.com,211.9,5125.3,58254.2,3517.64,7910.44,3741.41,8007.16,2983.11,6113.23,12171.6,251608.64,0,0,0,0,0,0,0,0,0,0,703,Summer,7,2,87,1166.84,199,40
Kavya Singh,+918368792737,kavyasingh208@gmail.com,128.26,3814.82,77227.89,6943.98,5866.47,2054.13,27267.95,13837.93,4637.39,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Spring,7,10,96,320.65,216,38
Divya Verma,+919519670724,divyaverma352@gmail.com,332.35,2652.73,21586.14,6768.11,2841.41,4057.59,28061.96,3919.49,1369.3,0.0,0.0,3,13,2,0,2,1,0,0,0,0,653,Summer,4,7,107,1918.59,142,16
Amit Jones,+916934983409,amitjones605@yahoo.com,444.76,2215.61,11616.96,9894.14,3615.63,1867.37,3630.61,5781.95,9150.83,0.0,0.0,0,3,0,0,0,3,0,0,0,0,720,Winter,6,10,75,1262.98,175,22
Sunita Martinez,+916101699491,sunitamartinez840@example.com,77.82,2906.54,41333.15,7337.14,11075.4,2694.88,6599.18,7683.16,3297.89,0.0,0.0,0,0,0,0,0,0,0,0,0,0,800,Summer,4,8,106,133.13,215,35
Divya Miller,+916214932931,divyamiller782@yahoo.com,121.46,1841.26,53992.03,1386.55,4105.73,2085.95,7354.61,7339.11,4356.3,0.0,0.0,0,4,0,0,0,0,0,0,0,0,605,Summer,5,7,92,1115.9,118,1
Deepak Tiwari,+917775024305,deepaktiwari107@yahoo.com,715.84,1362.67,20728.23,1497.87,1708.28,2144.12,13086.7,3351.26,3287.54,0.0,0.0,1,0,0,7,5,0,0,0,0,0,512,Spring,7,8,78,309.0,108,44
Karan Jones,+917743323865,karanjones93@hotmail.com,295.34,4621.27,36400.95,2448.06,6118.25,2811.59,1992.11,3128.29,17305.53,0.0,0.0,0,0,0,0,0,0,2,0,0,0,821,Winter,3,8,113,1004.23,235,25
Meera Iyer,+917372915853,meeraiyer681@gmail.com,616.11,784.52,35815.08,6704.77,2289.03,2853.33,9688.34,8394.72,799.2,0.0,0.0,0,0,0,0,0,0,1,1,0,0,766,Winter,4,10,97,785.3,119,4
Lisa Bansal,+917754230331,lisabansal797@yahoo.com,417.33,7059.79,29342.73,3484.2,2385.63,2770.31,1241.24,28304.52,1814.54,0.0,0.0,0,0,0,0,0,0,2,0,5,0,714,Spring,4,5,63,860.6,215,81
Meera Moore,+919563749250,meeramoore718@example.com,176.11,1612.37,18737.1,5975.11,1013.72,2517.97,2962.52,12687.35,949.45,0.0,0.0,0,0,0,1,0,4,0,3,0,0,632,Spring,3,12,71,714.76,123,34
Suresh Anderson,+916994395298,sureshanderson780@hotmail.com,722.73,3798.58,46971.53,4275.09,9038.42,1043.18,12576.82,1304.53,3520.68,1840.25,43287.66,0,0,0,0,0,0,0,0,0,0,799,Spring,10,5,79,189.05,198,8
Christopher Davis,+919787883503,christopherdavis532@gmail.com,71.44,2497.36,23856.59,6682.79,2397.22,816.58,11618.7,6708.4,2767.89,0.0,0.0,0,0,7,0,0,0,0,0,0,0,646,Summer,7,11,81,475.74,110,67
Riya Gupta,+916172140970,riyagupta118@example.com,232.58,626.71,40284.6,14241.09,2296.91,1794.97,5294.17,1060.53,5455.65,0.0,0.0,0,0,0,0,0,0,0,0,0,0,713,Summer,6,7,76,338.36,238,36
Sonia Malhotra,+918133837867,soniamalhotra39@yahoo.com,414.58,3027.18,55596.67,4894.62,2926.72,1273.03,3694.33,4941.13,806.86,0.0,0.0,0,0,0,0,0,0,0,0,0,0,734,Summer,9,6,38,3886.59,224,36
Amit Gupta,+917685218693,amitgupta960@example.com,256.03,7340.43,16510.24,4498.34,6174.1,1265.21,17321.46,6289.16,735.16,0.0,0.0,0,2,0,0,0,0,0,9,0,0,701,Spring,5,6,115,803.29,179,14
Arun Verma,+918725692449,arunverma760@outlook.com,370.49,1221.71,64431.1,1604.44,938.25,2884.98,36249.18,6081.53,2617.7,0.0,0.0,4,0,0,0,0,5,0,0,0,0,636,Winter,6,2,54,1384.34,257,24
Kavya Reddy,+918583758175,kavyareddy234@gmail.com,966.88,1928.65,21436.32,6413.27,17605.08,654.96,6751.59,7301.64,549.92,0.0,0.0,0,0,1,9,0,11,0,0,17,0,654,Summer,8,9,86,449.0,224,34
Priya Anderson,+917203682403,priyaanderson787@hotmail.com,143.06,687.35,47750.52,4271.51,899.42,1724.91,14641.35,3904.85,9418.82,0.0,0.0,0,0,0,4,0,5,0,0,6,0,557,Monsoon,8,4,84,380.27,196,106
Amit Thomas,+916949923910,amitthomas819@yahoo.com,373.02,4287.64,61312.28,14834.68,7068.6,1298.32,6824.74,10524.91,3869.68,1361.62,80276.53,0,0,0,2,0,0,0,0,0,0,746,Monsoon,9,9,66,1191.75,250,54
Kavya Lopez,+917082068658,kavyalopez634@yahoo.com,344.78,3985.72,45729.85,6098.07,6664.11,1626.32,3491.58,11454.5,726.77,0.0,0.0,0,0,0,17,0,0,0,0,4,0,621,Spring,2,6,78,735.09,64,100
Arun Agarwal,+917692707092,arunagarwal88@example.com,174.11,3535.38,35612.85,3590.88,9030.32,2277.02,12510.66,5524.28,6949.26,0.0,0.0,0,0,0,1,0,0,0,1,0,0,786,Winter,7,8,114,2692.41,229,11
Nisha Bansal,+919454132690,nishabansal552@example.com,385.66,1224.44,32606.44,21581.11,4335.73,838.54,4172.45,4093.77,9916.24,0.0,0.0,0,0,0,0,0,0,0,0,0,0,803,Monsoon,8,7,112,1777.79,193,135
Emma Smith,+917176448444,emmasmith757@yahoo.com,1119.11,3404.15,14757.07,3526.17,6002.68,2779.89,7418.96,962.54,1898.42,2157.91,127482.79,0,0,0,0,0,0,0,0,0,0,900,Spring,6,15,123,3760.01,215,31
Nisha Anderson,+916950046041,nishaanderson703@example.com,166.15,1515.88,32023.32,3174.06,6146.75,746.67,2403.96,844.09,4557.55,2043.09,58963.42,0,0,0,0,0,8,0,0,0,0,646,Monsoon,6,8,114,667.56,212,7
Jessica Mishra,+918311631325,jessicamishra589@gmail.com,269.2,985.66,12847.81,2194.25,2168.56,1021.02,7405.92,1081.79,8631.44,953.48,19289.13,0,0,0,0,7,5,0,3,0,0,561,Monsoon,6,6,133,145.64,77,3
Vikram Hernandez,+919060528009,vikramhernandez621@gmail.com,1426.96,3822.38,11286.94,9415.44,1019.78,1544.87,7326.3,10291.57,13931.43,0.0,0.0,0,0,0,0,0,0,0,0,0,0,875,Monsoon,4,11,85,526.81,149,50
Raj Yadav,+917150453077,rajyadav905@hotmail.com,82.67,5596.55,37648.32,3076.13,1478.62,785.51,13130.92,2308.66,6523.87,0.0,0.0,0,0,0,0,0,0,0,0,0,0,700,Summer,1,4,40,2434.37,165,22
Melissa Gonzalez,+917257297691,melissagonzalez554@example.com,134.48,5572.07,33823.22,3713.09,1180.82,4043.44,2469.12,642.72,3571.56,0.0,0.0,0,0,0,0,2,4,0,0,0,0,689,Summer,7,6,106,742.14,93,36
Melissa Brown,+917632797777,melissabrown453@hotmail.com,1320.64,3170.17,24383.78,8904.69,4887.43,1044.57,8757.36,18351.75,1473.7,2675.17,79827.57,0,0,0,0,0,0,0,3,0,3,754,Winter,7,8,88,1247.48,181,19
Jennifer Taylor,+919662103003,jennifertaylor354@outlook.com,126.04,4025.98,17399.75,6436.13,7422.72,624.81,8529.71,3163.76,4288.93,609.81,45498.04,0,0,0,1,0,0,0,0,0,0,827,Spring,3,12,111,1032.99,169,13
Deborah Gonzalez,+916349307914,deborahgonzalez548@gmail.com,147.34,2127.35,19829.76,23386.07,4834.86,1074.18,2309.59,3118.55,3846.32,0.0,0.0,0,0,0,0,0,1,0,0,0,0,818,Monsoon,8,10,89,1251.16,264,4
Joseph Malhotra,+918540009426,josephmalhotra123@gmail.com,214.0,1563.09,13803.16,8678.1,21135.22,2213.61,13669.39,6497.02,1284.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,864,Spring,3,7,102,1506.24,134,40
Neha Jackson,+918552268272,nehajackson908@hotmail.com,917.81,3648.8,61814.83,4926.95,2051.87,2102.29,1108.98,511.36,70.5,0.0,0.0,1,0,0,0,1,9,0,0,0,0,636,Monsoon,6,7,69,671.78,122,22
Rohit Williams,+917867154959,rohitwilliams744@gmail.com,1026.44,1640.72,28975.9,9561.15,9030.37,6302.29,14686.81,2820.44,5459.01,3078.26,123978.88,0,0,0,0,0,0,0,0,0,0,811,Monsoon,6,11,108,3216.2,176,3
William Agarwal,+918122635581,williamagarwal444@outlook.com,543.71,958.97,49659.91,4735.32,5005.44,1476.18,4301.74,9702.07,2386.79,0.0,0.0,0,0,0,0,0,0,0,0,0,0,841,Summer,4,11,107,1056.82,110,25
Arjun Miller,+916284998347,arjunmiller648@gmail.com,186.1,1524.15,28724.16,4307.52,5560.15,1571.68,939.67,7098.56,893.56,0.0,0.0,0,0,0,0,0,0,0,1,3,0,645,Monsoon,2,4,75,795.19,110,41
Kavya Tiwari,+917695594940,kavyatiwari487@gmail.com,119.77,4329.59,59363.93,11324.64,2612.74,3458.8,6315.3,5177.94,1764.38,0.0,0.0,0,0,0,0,0,2,0,5,0,0,754,Winter,2,11,96,677.59,224,6
David Gupta,+917659232039,davidgupta475@hotmail.com,516.93,2701.69,37971.02,6667.9,9331.66,2501.6,41595.94,529.74,12970.23,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Spring,8,11,121,542.95,286,78
Richard Shah,+916978299811,richardshah312@example.com,250.05,2090.36,37539.08,3070.95,7647.25,963.19,32030.07,2962.78,27156.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,728,Spring,6,6,65,662.9,187,29
Raj Nair,+916333870215,rajnair858@hotmail.com,363.78,5318.33,22084.49,24302.35,8110.49,1210.14,16653.71,3258.19,820.55,0.0,0.0,0,0,0,0,0,0,0,0,0,0,861,Monsoon,3,7,54,299.37,176,95
Suresh Moore,+919817602300,sureshmoore241@example.com,77.43,5394.64,65743.27,1558.28,3422.12,1237.79,7922.63,2499.48,284.38,2644.73,61175.01,0,2,0,2,0,0,1,0,0,0,778,Monsoon,7,9,107,344.59,184,7
Manoj Davis,+916285109687,manojdavis289@gmail.com,381.28,1077.23,54528.3,31508.56,1740.76,1614.98,6087.95,806.93,3617.45,0.0,0.0,0,0,1,0,0,0,0,16,0,0,517,Winter,1,7,33,1584.19,110,3
Priya Martinez,+918886413304,priyamartinez907@hotmail.com,74.15,1699.42,23087.55,11306.95,3931.18,2058.91,12424.21,4546.22,6134.44,5837.82,288399.49,0,0,0,9,2,0,0,3,0,0,679,Winter,3,11,116,323.94,146,44
Melissa Mishra,+917054229520,melissamishra487@hotmail.com,208.35,1811.16,49997.91,5042.82,3686.42,628.42,9789.56,2767.12,22565.18,0.0,0.0,2,0,0,0,0,0,0,0,1,0,724,Summer,5,5,109,2402.37,162,56
James Johnson,+916058199910,jamesjohnson399@gmail.com,515.58,933.77,55740.29,11114.96,5875.38,7139.88,7194.88,1731.66,1672.41,0.0,0.0,2,0,0,0,0,0,0,0,0,0,644,Monsoon,5,6,79,841.65,165,54
Emma Williams,+917176367401,emmawilliams666@gmail.com,122.49,1448.34,44221.55,2821.96,5028.4,785.72,5167.43,1662.91,2760.75,0.0,0.0,0,0,0,0,0,1,2,0,0,0,725,Summer,7,7,99,1838.36,250,44
Sonia Smith,+917661348034,soniasmith569@hotmail.com,301.46,3750.52,32010.3,8038.72,6788.14,1135.93,4865.68,6986.13,2778.34,0.0,0.0,0,0,0,0,0,0,0,0,0,0,747,Summer,8,9,46,577.53,113,106
Thomas Jain,+918475725777,thomasjain170@gmail.com,183.59,1277.59,27361.84,13232.06,4988.08,1634.94,7105.77,847.67,3940.74,0.0,0.0,3,0,0,10,0,0,0,0,0,0,655,Winter,5,6,81,918.47,100,66
Karan Verma,+919656738254,karanverma693@hotmail.com,523.85,1497.55,44308.39,3273.09,4980.5,2957.6,8536.68,8634.41,28080.18,0.0,0.0,0,0,0,0,0,0,0,0,4,0,781,Summer,7,9,96,434.55,191,67
Michael Wilson,+919208590017,michaelwilson388@yahoo.com,69.97,1239.18,30149.1,10378.98,1682.07,3044.55,14992.06,2417.17,2245.94,0.0,0.0,0,0,0,0,0,0,0,0,0,0,701,Monsoon,5,5,77,303.92,70,39
Rohit Chopra,+916872441386,rohitchopra849@outlook.com,116.49,7938.96,11562.21,21016.57,3429.1,2463.82,13843.62,27583.62,937.45,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Summer,8,8,87,220.54,216,45
Suresh Iyer,+918786260937,sureshiyer565@yahoo.com,273.79,1675.07,69397.44,4980.56,1445.89,1394.65,13544.67,886.71,809.28,0.0,0.0,0,0,0,0,0,0,0,0,0,0,786,Summer,9,10,82,869.61,215,28
Daniel Brown,+916085736957,danielbrown193@hotmail.com,390.94,1347.9,45732.53,2424.05,3581.31,2765.81,4113.05,6494.84,4950.77,217.27,20403.99,0,0,0,5,0,0,0,0,0,0,680,Summer,7,9,112,98.09,117,20
William Williams,+917289982041,williamwilliams457@gmail.com,43.23,1969.38,54278.74,10759.73,4496.8,496.11,2419.64,1357.33,1543.82,1736.52,102877.93,0,3,0,0,0,0,0,5,0,0,642,Spring,2,7,72,388.82,150,50
Daniel Agarwal,+919695234250,danielagarwal985@gmail.com,389.68,1395.08,25759.83,13996.1,2379.82,1563.9,7631.53,1326.49,4265.84,0.0,0.0,4,4,0,4,0,0,0,0,0,0,652,Spring,7,8,85,651.33,196,149
Sanjay Smith,+916480384674,sanjaysmith577@gmail.com,172.37,2212.56,39031.54,5663.38,1534.01,2325.66,3819.63,6094.13,1200.92,0.0,0.0,0,0,0,0,0,0,0,0,0,0,801,Monsoon,13,9,96,478.93,226,33
Sneha Iyer,+917111496678,snehaiyer601@yahoo.com,77.85,2419.9,12359.53,3514.37,2280.39,1807.2,17096.37,1090.44,1394.06,7057.0,267759.27,0,11,0,0,7,0,0,0,0,2,691,Monsoon,8,3,50,372.68,121,106
Jessica Patel,+916279952529,jessicapatel567@outlook.com,276.61,8584.61,18403.1,4482.98,800.26,1341.44,14203.81,2866.75,8467.55,0.0,0.0,0,0,0,0,0,0,0,0,0,0,681,Monsoon,3,10,96,2747.72,136,21
Rashmi Malhotra,+917365800832,rashmimalhotra635@outlook.com,392.65,1656.15,24198.23,1325.11,584.79,2189.59,5593.81,5858.77,5608.57,0.0,0.0,11,0,0,0,10,0,0,12,9,0,532,Monsoon,4,3,62,873.38,66,61
James Malhotra,+917338272758,jamesmalhotra496@gmail.com,157.02,4458.94,27190.05,8652.49,3753.02,2975.63,18911.06,9349.87,8625.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,818,Monsoon,5,5,83,225.01,142,23
Suresh Pandey,+919172718656,sureshpandey459@example.com,102.48,2615.71,30792.56,5550.72,1221.72,788.95,4575.17,1937.77,1436.38,0.0,0.0,0,0,0,0,0,0,16,15,0,0,624,Spring,6,7,108,1133.93,130,2
Meera Nair,+917714457121,meeranair141@hotmail.com,590.92,1832.16,39689.4,4975.64,5238.97,860.42,13689.81,16580.73,6100.09,0.0,0.0,0,0,0,0,1,0,0,0,0,0,623,Winter,5,2,76,377.26,184,27
Arun Martinez,+918078517579,arunmartinez138@gmail.com,599.04,3862.62,30097.64,3739.85,2433.76,1371.31,5226.19,738.6,716.21,0.0,0.0,0,0,0,0,2,0,0,1,0,0,797,Summer,6,14,83,478.84,177,9
James Rodriguez,+919962303837,jamesrodriguez457@gmail.com,355.39,2236.8,27388.46,5442.62,4140.57,1749.88,1647.24,1323.73,662.53,4785.67,160036.02,2,9,12,0,0,0,2,0,0,3,699,Monsoon,8,8,112,411.76,125,28
Joseph Jackson,+918879625542,josephjackson342@example.com,294.99,3056.62,37957.21,1642.13,12900.43,1850.1,5492.47,1382.51,2546.27,0.0,0.0,0,0,0,0,0,1,4,0,0,0,684,Summer,2,12,92,1350.06,162,34
Ashley Miller,+917338654326,ashleymiller367@hotmail.com,376.73,3244.88,37111.79,3186.14,4974.02,2718.24,14663.41,12492.87,7058.51,1939.11,40534.69,0,0,0,0,1,0,0,0,0,0,686,Spring,8,5,67,1622.66,137,10
Jessica Jones,+919489325020,jessicajones961@example.com,547.72,846.1,93789.83,13095.4,9445.15,1763.36,2255.77,538.16,1633.15,0.0,0.0,1,0,0,4,1,2,0,0,0,0,805,Monsoon,8,10,92,1859.15,168,29
William Jain,+919805172491,williamjain757@hotmail.com,382.12,1788.15,32199.75,5017.91,2280.48,3825.39,8628.73,5457.36,812.44,0.0,0.0,0,0,0,0,0,0,0,1,0,0,672,Summer,4,12,106,589.03,223,3
Preeti Malhotra,+916601864126,preetimalhotra144@outlook.com,160.0,2723.08,24510.38,5312.22,857.56,390.81,2028.41,14879.78,1366.43,8756.25,183970.98,8,0,0,0,0,0,0,0,0,0,701,Winter,2,4,78,343.01,86,21
Aarav Kumar,+918811834580,aaravkumar520@yahoo.com,355.48,1112.89,56846.02,17196.0,2063.5,1674.12,340.31,15055.1,6257.02,0.0,0.0,0,0,0,0,0,0,0,0,0,0,724,Monsoon,4,2,97,700.75,167,0
Sunita Patel,+917401055049,sunitapatel132@gmail.com,187.51,2492.14,69342.77,10706.29,1416.46,2131.08,4782.76,10501.5,1494.73,0.0,0.0,0,0,0,0,0,0,0,0,1,0,649,Winter,3,4,45,1151.89,215,11
Priya Williams,+917012737699,priyawilliams706@example.com,914.65,1744.33,60502.6,19860.15,3556.59,1035.72,11139.18,43738.59,599.55,0.0,0.0,0,4,0,0,0,0,0,0,0,0,641,Winter,3,4,86,619.29,103,13
Sunita Lopez,+916890950842,sunitalopez89@yahoo.com,1540.92,2831.76,29712.61,2387.25,1913.57,1641.15,8137.85,3509.66,1399.73,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Winter,6,14,87,3753.91,198,192
Jessica Yadav,+916944179803,jessicayadav204@example.com,1078.73,3172.12,28794.14,8566.24,4123.55,4305.41,19339.62,12445.31,1946.29,0.0,0.0,0,0,0,0,0,0,0,0,0,0,890,Summer,9,6,99,1585.66,153,211
Sarah Moore,+916801726884,sarahmoore142@hotmail.com,187.55,3426.52,21973.24,4245.82,2947.34,1739.44,3710.76,2606.21,1267.64,0.0,0.0,1,1,0,0,0,0,0,0,0,0,707,Monsoon,8,14,96,425.91,196,17
Deborah Joshi,+917857125337,deborahjoshi331@example.com,99.47,3724.43,25421.1,2377.56,5744.73,1792.2,4908.65,4507.05,3102.23,0.0,0.0,0,0,0,0,0,0,0,0,0,0,811,Monsoon,4,18,87,1300.6,220,8
Jennifer Martinez,+919102012821,jennifermartinez865@hotmail.com,203.69,549.43,54933.13,2053.0,1555.12,1225.34,2563.59,19259.44,12068.41,0.0,0.0,0,0,0,0,0,0,0,0,3,0,783,Summer,6,8,79,1148.13,223,27
Sonia Joshi,+919776934326,soniajoshi687@outlook.com,290.95,1353.83,21364.43,46158.39,902.73,1392.32,4724.59,2579.25,690.83,0.0,0.0,0,0,0,13,0,0,0,0,21,0,652,Monsoon,6,10,76,3136.35,169,91
Aditi Taylor,+918353640724,adititaylor94@gmail.com,144.06,2617.53,15904.85,3975.81,1703.63,716.24,11809.07,4565.04,2681.86,0.0,0.0,0,0,0,0,0,6,0,0,7,0,658,Winter,9,3,85,436.0,220,3
